payroll_id,employee_id,employee_name,role,contract_type,hire_date,termination_date,month,hours_worked,hourly_rate,base_salary,overtime_hours,overtime_pay,bonus,deductions,net_pay,payment_method,payment_status
PAY-E038-2014-06,E038,Marta Fernandez,Cook,Full-time,2013-03-01,,2014-06,165,9.74,1558.4,5,85.23,60.11,300.91,1402.83,Cash,Paid
PAY-E003-2014-06,E003,Ana Torres,Cashier,Full-time,2010-01-01,,2014-06,178,8.12,1299.2,18,255.78,86.99,293.24,1348.73,Bank Transfer,Paid
PAY-E055-2014-06,E055,Ana Torres,Manager,Full-time,2014-05-01,,2014-06,155,11.91,1846.05,0,0.0,23.13,292.73,1576.45,Cash,Paid
PAY-E051-2014-06,E051,Marta Fernandez,Manager,Full-time,2014-01-01,,2014-06,169,11.91,1905.6,9,187.58,32.7,276.0,1849.88,Cash,Paid
PAY-E003-2014-06,E003,Ana Torres,Cashier,Full-time,2010-01-01,,2014-06,174,8.12,1299.2,14,198.94,47.07,228.43,1316.78,Cash,Paid
PAY-E025-2014-07,E025,Cristina Perez,Barista,Part-time,2011-08-01,,2014-07,89,8.66,770.74,0,0.0,76.71,90.49,756.96,Cash,Paid
PAY-E043-2014-07,E043,Javier Lopez,Cashier,Full-time,2013-09-01,,2014-07,160,8.12,1299.2,0,0.0,85.05,212.63,1171.62,Bank Transfer,Paid
PAY-E045-2014-07,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2014-07,83,8.12,673.96,0,0.0,60.68,74.54,660.1,Cash,Paid
PAY-E009-2014-07,E009,Carlos Ruiz,Cook,Full-time,2010-03-01,,2014-07,156,9.74,1519.44,0,0.0,47.34,252.71,1314.07,Bank Transfer,Paid
PAY-E033-2014-08,E033,Laura Gomez,Manager,Full-time,2012-09-01,,2014-08,173,11.91,1905.6,13,270.95,55.01,296.5,1935.06,Bank Transfer,Pending
PAY-E054-2014-08,E054,Ana Torres,Manager,Part-time,2014-04-01,,2014-08,89,11.91,1059.99,0,0.0,42.79,176.32,926.46,Cash,Paid
PAY-E034-2014-08,E034,Cristina Perez,Barista,Full-time,2012-10-01,,2014-08,157,8.66,1359.62,0,0.0,44.76,231.29,1173.09,Cash,Delayed
PAY-E049-2014-08,E049,Laura Gomez,Manager,Part-time,2013-12-01,,2014-08,76,11.91,905.16,0,0.0,49.43,167.79,786.8,Cash,Paid
PAY-E022-2014-08,E022,Marta Fernandez,Manager,Full-time,2011-03-01,,2014-08,159,11.91,1893.69,0,0.0,82.25,277.09,1698.85,Cash,Pending
PAY-E018-2014-09,E018,Luis Moreno,Cook,Full-time,2010-12-01,,2014-09,159,9.74,1548.66,0,0.0,4.19,175.2,1377.65,Cash,Delayed
PAY-E007-2014-09,E007,Javier Lopez,Barista,Full-time,2010-02-01,,2014-09,154,8.66,1333.64,0,0.0,41.55,147.61,1227.58,Bank Transfer,Paid
PAY-E048-2014-09,E048,Cristina Perez,Manager,Full-time,2013-12-01,,2014-09,178,11.91,1905.6,18,375.16,17.48,234.73,2063.51,Bank Transfer,Paid
PAY-E014-2014-09,E014,Carlos Ruiz,Manager,Part-time,2010-09-01,,2014-09,81,11.91,964.71,0,0.0,11.79,175.34,801.16,Cash,Paid
PAY-E016-2014-09,E016,Carlos Ruiz,Cook,Full-time,2010-11-01,,2014-09,160,9.74,1558.4,0,0.0,46.54,268.24,1336.7,Cash,Paid
PAY-E061-2014-10,E061,Marta Fernandez,Cashier,Full-time,2014-07-01,,2014-10,157,8.12,1274.84,0,0.0,20.99,211.88,1083.95,Cash,Paid
PAY-E001-2014-10,E001,Carlos Ruiz,Cook,Full-time,2010-01-01,,2014-10,176,9.74,1558.4,16,272.72,45.26,277.21,1599.17,Bank Transfer,Paid
PAY-E003-2014-10,E003,Ana Torres,Cashier,Full-time,2010-01-01,,2014-10,168,8.12,1299.2,8,113.68,12.1,158.87,1266.11,Cash,Paid
PAY-E055-2014-10,E055,Ana Torres,Manager,Full-time,2014-05-01,,2014-10,161,11.91,1905.6,1,20.84,12.03,258.45,1680.02,Bank Transfer,Paid
PAY-E007-2014-10,E007,Javier Lopez,Barista,Full-time,2010-02-01,,2014-10,161,8.66,1385.6,1,15.16,3.38,199.51,1204.63,Bank Transfer,Paid
PAY-E003-2014-11,E003,Ana Torres,Cashier,Full-time,2010-01-01,,2014-11,170,8.12,1299.2,10,142.1,9.11,160.69,1289.72,Cash,Paid
PAY-E009-2014-11,E009,Carlos Ruiz,Cook,Full-time,2010-03-01,,2014-11,156,9.74,1519.44,0,0.0,2.19,176.44,1345.19,Bank Transfer,Paid
PAY-E014-2014-11,E014,Carlos Ruiz,Manager,Part-time,2010-09-01,,2014-11,79,11.91,940.89,0,0.0,25.77,173.16,793.5,Cash,Paid
PAY-E043-2014-11,E043,Javier Lopez,Cashier,Full-time,2013-09-01,,2014-11,174,8.12,1299.2,14,198.94,32.35,188.08,1342.41,Bank Transfer,Delayed
PAY-E023-2014-11,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2014-11,160,8.12,1299.2,0,0.0,13.66,215.24,1097.62,Cash,Delayed
PAY-E060-2014-11,E060,Javier Lopez,Manager,Full-time,2014-06-01,,2014-11,173,11.91,1905.6,13,270.95,21.99,388.08,1810.46,Cash,Pending
PAY-E062-2014-11,E062,Marta Fernandez,Cook,Part-time,2014-07-01,,2014-11,85,9.74,827.9,0,0.0,34.6,111.6,750.9,Cash,Paid
PAY-E014-2014-12,E014,Carlos Ruiz,Manager,Part-time,2010-09-01,,2014-12,97,11.91,1155.27,0,0.0,68.61,198.89,1024.99,Bank Transfer,Paid
PAY-E055-2014-12,E055,Ana Torres,Manager,Full-time,2014-05-01,,2014-12,157,11.91,1869.87,0,0.0,82.28,252.43,1699.72,Cash,Delayed
PAY-E046-2014-12,E046,Carlos Ruiz,Cashier,Full-time,2013-11-01,,2014-12,151,8.12,1226.12,0,0.0,68.41,199.78,1094.75,Cash,Paid
PAY-E056-2014-12,E056,Ana Torres,Barista,Full-time,2014-05-01,,2014-12,174,8.66,1385.6,14,212.17,26.15,180.28,1443.64,Cash,Paid
PAY-E052-2014-12,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2014-12,170,8.12,1299.2,10,142.1,42.3,262.36,1221.24,Bank Transfer,Paid
PAY-E019-2014-12,E019,Cristina Perez,Cook,Full-time,2011-01-01,,2014-12,165,9.74,1558.4,5,85.23,61.42,295.12,1409.93,Bank Transfer,Paid
PAY-E028-2015-01,E028,Carlos Ruiz,Manager,Part-time,2012-04-01,,2015-01,91,12.14,1104.74,0,0.0,17.37,118.04,1004.07,Cash,Delayed
PAY-E037-2015-01,E037,Laura Gomez,Manager,Part-time,2013-03-01,,2015-01,97,12.14,1177.58,0,0.0,7.88,185.84,999.62,Bank Transfer,Paid
PAY-E063-2015-01,E063,Cristina Perez,Cook,Part-time,2014-08-01,,2015-01,86,9.94,854.84,0,0.0,11.21,154.86,711.19,Bank Transfer,Paid
PAY-E023-2015-01,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2015-01,165,8.28,1324.8,5,72.45,1.31,201.84,1196.72,Cash,Paid
PAY-E057-2015-01,E057,Javier Lopez,Barista,Full-time,2014-06-01,,2015-01,167,8.83,1412.8,7,108.17,6.49,260.8,1266.66,Bank Transfer,Paid
PAY-E041-2015-01,E041,Luis Moreno,Cook,Full-time,2013-07-01,,2015-01,172,9.94,1590.4,12,208.74,35.94,260.68,1574.4,Cash,Paid
PAY-E060-2015-02,E060,Javier Lopez,Manager,Full-time,2014-06-01,,2015-02,176,12.14,1942.4,16,339.92,6.21,256.87,2031.66,Bank Transfer,Paid
PAY-E045-2015-02,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2015-02,99,8.28,819.72,0,0.0,35.47,109.19,746.0,Cash,Paid
PAY-E056-2015-02,E056,Ana Torres,Barista,Full-time,2014-05-01,,2015-02,158,8.83,1395.14,0,0.0,9.82,247.99,1156.97,Cash,Paid
PAY-E008-2015-02,E008,Cristina Perez,Barista,Full-time,2010-03-01,,2015-02,159,8.83,1403.97,0,0.0,30.72,154.19,1280.5,Bank Transfer,Paid
PAY-E006-2015-03,E006,Cristina Perez,Cashier,Full-time,2010-02-01,,2015-03,159,8.28,1316.52,0,0.0,32.1,167.45,1181.17,Bank Transfer,Paid
PAY-E074-2015-03,E074,Laura Gomez,Barista,Full-time,2014-12-01,,2015-03,171,8.83,1412.8,11,169.98,20.3,218.47,1384.61,Bank Transfer,Paid
PAY-E070-2015-03,E070,Ana Torres,Cook,Full-time,2014-11-01,,2015-03,163,9.94,1590.4,3,52.19,24.21,193.89,1472.91,Bank Transfer,Paid
PAY-E045-2015-04,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2015-04,77,8.28,637.56,0,0.0,48.13,118.07,567.62,Cash,Delayed
PAY-E017-2015-04,E017,Cristina Perez,Manager,Full-time,2010-12-01,,2015-04,173,12.14,1942.4,13,276.19,15.64,359.82,1874.41,Cash,Pending
PAY-E066-2015-04,E066,Luis Moreno,Manager,Part-time,2014-10-01,,2015-04,84,12.14,1019.76,0,0.0,24.94,130.26,914.44,Bank Transfer,Paid
PAY-E041-2015-04,E041,Luis Moreno,Cook,Full-time,2013-07-01,,2015-04,162,9.94,1590.4,2,34.79,25.27,292.68,1357.78,Bank Transfer,Paid
PAY-E019-2015-04,E019,Cristina Perez,Cook,Full-time,2011-01-01,,2015-04,151,9.94,1500.94,0,0.0,2.53,209.87,1293.6,Cash,Paid
PAY-E054-2015-04,E054,Ana Torres,Manager,Part-time,2014-04-01,,2015-04,70,12.14,849.8,0,0.0,42.36,119.97,772.19,Cash,Paid
PAY-E052-2015-05,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2015-05,167,8.28,1324.8,7,101.43,46.95,236.29,1236.89,Bank Transfer,Paid
PAY-E058-2015-05,E058,Marta Fernandez,Barista,Full-time,2014-06-01,,2015-05,162,8.83,1412.8,2,30.91,25.0,152.19,1316.52,Bank Transfer,Paid
PAY-E036-2015-05,E036,Marta Fernandez,Barista,Part-time,2013-02-01,,2015-05,95,8.83,838.85,0,0.0,23.69,117.79,744.75,Bank Transfer,Paid
PAY-E080-2015-05,E080,Marta Fernandez,Barista,Full-time,2015-04-01,,2015-05,169,8.83,1412.8,9,139.07,15.93,206.07,1361.73,Cash,Paid
PAY-E016-2015-05,E016,Carlos Ruiz,Cook,Full-time,2010-11-01,,2015-05,166,9.94,1590.4,6,104.37,41.41,247.56,1488.62,Cash,Paid
PAY-E044-2015-05,E044,Cristina Perez,Barista,Part-time,2013-10-01,,2015-05,70,8.83,618.1,0,0.0,18.42,97.96,538.56,Cash,Paid
PAY-E034-2015-06,E034,Cristina Perez,Barista,Full-time,2012-10-01,,2015-06,166,8.83,1412.8,6,92.72,70.32,235.71,1340.13,Cash,Paid
PAY-E075-2015-06,E075,Cristina Perez,Cashier,Full-time,2015-01-01,,2015-06,171,8.28,1324.8,11,159.39,39.38,222.15,1301.42,Bank Transfer,Paid
PAY-E007-2015-06,E007,Javier Lopez,Barista,Full-time,2010-02-01,,2015-06,164,8.83,1412.8,4,61.81,45.1,170.38,1349.33,Bank Transfer,Paid
PAY-E022-2015-06,E022,Marta Fernandez,Manager,Full-time,2011-03-01,,2015-06,174,12.14,1942.4,14,297.43,68.92,317.98,1990.77,Bank Transfer,Paid
PAY-E062-2015-07,E062,Marta Fernandez,Cook,Part-time,2014-07-01,,2015-07,95,9.94,944.3,0,0.0,75.47,151.75,868.02,Bank Transfer,Pending
PAY-E041-2015-07,E041,Luis Moreno,Cook,Full-time,2013-07-01,,2015-07,158,9.94,1570.52,0,0.0,64.65,192.93,1442.24,Cash,Paid
PAY-E059-2015-07,E059,Laura Gomez,Cook,Full-time,2014-06-01,,2015-07,172,9.94,1590.4,12,208.74,36.58,287.1,1548.62,Cash,Paid
PAY-E044-2015-07,E044,Cristina Perez,Barista,Part-time,2013-10-01,,2015-07,87,8.83,768.21,0,0.0,94.7,141.2,721.71,Cash,Paid
PAY-E083-2015-07,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2015-07,168,8.83,1412.8,8,123.62,74.13,209.98,1400.57,Cash,Paid
PAY-E057-2015-08,E057,Javier Lopez,Barista,Full-time,2014-06-01,,2015-08,172,8.83,1412.8,12,185.43,57.79,255.85,1400.17,Bank Transfer,Paid
PAY-E062-2015-08,E062,Marta Fernandez,Cook,Part-time,2014-07-01,,2015-08,87,9.94,864.78,0,0.0,98.23,108.47,854.54,Cash,Paid
PAY-E018-2015-08,E018,Luis Moreno,Cook,Full-time,2010-12-01,,2015-08,156,9.94,1550.64,0,0.0,80.47,200.59,1430.52,Cash,Paid
PAY-E068-2015-08,E068,Carlos Ruiz,Cook,Full-time,2014-10-01,,2015-08,179,9.94,1590.4,19,330.5,81.5,304.73,1697.67,Bank Transfer,Paid
PAY-E043-2015-08,E043,Javier Lopez,Cashier,Full-time,2013-09-01,,2015-08,173,8.28,1324.8,13,188.37,88.03,164.9,1436.3,Bank Transfer,Paid
PAY-E005-2015-09,E005,Ana Torres,Cook,Full-time,2010-02-01,,2015-09,159,9.94,1580.46,0,0.0,28.4,174.7,1434.16,Cash,Paid
PAY-E051-2015-09,E051,Marta Fernandez,Manager,Full-time,2014-01-01,,2015-09,170,12.14,1942.4,10,212.45,27.17,304.42,1877.6,Bank Transfer,Delayed
PAY-E024-2015-09,E024,Laura Gomez,Cook,Full-time,2011-04-01,,2015-09,164,9.94,1590.4,4,69.58,13.64,275.65,1397.97,Cash,Paid
PAY-E038-2015-09,E038,Marta Fernandez,Cook,Full-time,2013-03-01,,2015-09,164,9.94,1590.4,4,69.58,32.41,266.53,1425.86,Bank Transfer,Paid
PAY-E002-2015-09,E002,Ana Torres,Barista,Full-time,2010-01-01,,2015-09,175,8.83,1412.8,15,231.79,14.75,255.46,1403.88,Bank Transfer,Paid
PAY-E066-2015-10,E066,Luis Moreno,Manager,Part-time,2014-10-01,,2015-10,88,12.14,1068.32,0,0.0,36.14,111.46,993.0,Cash,Paid
PAY-E052-2015-10,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2015-10,151,8.28,1250.28,0,0.0,33.39,176.16,1107.51,Bank Transfer,Paid
PAY-E024-2015-10,E024,Laura Gomez,Cook,Full-time,2011-04-01,,2015-10,166,9.94,1590.4,6,104.37,46.16,297.74,1443.19,Cash,Paid
PAY-E062-2015-10,E062,Marta Fernandez,Cook,Part-time,2014-07-01,,2015-10,90,9.94,894.6,0,0.0,45.81,116.24,824.17,Bank Transfer,Paid
PAY-E032-2015-10,E032,Marta Fernandez,Manager,Full-time,2012-08-01,,2015-10,154,12.14,1869.56,0,0.0,23.91,258.27,1635.2,Cash,Paid
PAY-E035-2015-10,E035,Javier Lopez,Barista,Part-time,2013-01-01,,2015-10,87,8.83,768.21,0,0.0,45.64,130.69,683.16,Bank Transfer,Paid
PAY-E039-2015-10,E039,Javier Lopez,Cook,Full-time,2013-05-01,,2015-10,171,9.94,1590.4,11,191.34,37.74,309.04,1510.44,Bank Transfer,Paid
PAY-E065-2015-11,E065,Cristina Perez,Cashier,Full-time,2014-08-01,,2015-11,164,8.28,1324.8,4,57.96,33.64,176.56,1239.84,Bank Transfer,Paid
PAY-E067-2015-11,E067,Ana Torres,Cashier,Part-time,2014-10-01,,2015-11,96,8.28,794.88,0,0.0,0.15,93.36,701.67,Bank Transfer,Paid
PAY-E088-2015-11,E088,Carlos Ruiz,Manager,Full-time,2015-10-01,,2015-11,161,12.14,1942.4,1,21.25,35.02,286.4,1712.27,Bank Transfer,Delayed
PAY-E058-2015-11,E058,Marta Fernandez,Barista,Full-time,2014-06-01,,2015-11,152,8.83,1342.16,0,0.0,49.31,191.7,1199.77,Cash,Paid
PAY-E059-2015-11,E059,Laura Gomez,Cook,Full-time,2014-06-01,,2015-11,174,9.94,1590.4,14,243.53,6.77,278.54,1562.16,Cash,Paid
PAY-E072-2015-11,E072,Marta Fernandez,Cook,Full-time,2014-12-01,,2015-11,178,9.94,1590.4,18,313.11,19.12,326.02,1596.61,Cash,Paid
PAY-E045-2015-12,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2015-12,83,8.28,687.24,0,0.0,62.55,124.37,625.42,Bank Transfer,Paid
PAY-E029-2015-12,E029,Javier Lopez,Manager,Full-time,2012-05-01,,2015-12,154,12.14,1869.56,0,0.0,42.05,334.52,1577.09,Bank Transfer,Paid
PAY-E003-2015-12,E003,Ana Torres,Cashier,Full-time,2010-01-01,,2015-12,171,8.28,1324.8,11,159.39,53.54,248.01,1289.72,Bank Transfer,Paid
PAY-E060-2015-12,E060,Javier Lopez,Manager,Full-time,2014-06-01,,2015-12,152,12.14,1845.28,0,0.0,28.07,192.37,1680.98,Bank Transfer,Paid
PAY-E070-2015-12,E070,Ana Torres,Cook,Full-time,2014-11-01,,2015-12,151,9.94,1500.94,0,0.0,52.18,184.43,1368.69,Bank Transfer,Paid
PAY-E094-2016-01,E094,Carlos Ruiz,Cook,Part-time,2016-01-01,,2016-01,79,10.14,801.06,0,0.0,43.81,151.11,693.76,Bank Transfer,Paid
PAY-E074-2016-01,E074,Laura Gomez,Barista,Full-time,2014-12-01,,2016-01,158,9.01,1423.58,0,0.0,3.05,250.92,1175.71,Bank Transfer,Paid
PAY-E087-2016-01,E087,Laura Gomez,Cashier,Full-time,2015-08-01,,2016-01,163,8.45,1352.0,3,44.36,27.79,147.76,1276.39,Cash,Delayed
PAY-E031-2016-01,E031,Laura Gomez,Manager,Part-time,2012-07-01,,2016-01,91,12.39,1127.49,0,0.0,19.06,162.76,983.79,Cash,Paid
PAY-E069-2016-02,E069,Marta Fernandez,Manager,Full-time,2014-11-01,,2016-02,156,12.39,1932.84,0,0.0,16.51,207.27,1742.08,Cash,Paid
PAY-E029-2016-02,E029,Javier Lopez,Manager,Full-time,2012-05-01,,2016-02,152,12.39,1883.28,0,0.0,26.78,317.74,1592.32,Bank Transfer,Paid
PAY-E091-2016-02,E091,Laura Gomez,Manager,Part-time,2015-11-01,,2016-02,91,12.39,1127.49,0,0.0,30.25,119.44,1038.3,Bank Transfer,Paid
PAY-E054-2016-02,E054,Ana Torres,Manager,Part-time,2014-04-01,,2016-02,94,12.39,1164.66,0,0.0,29.38,183.54,1010.5,Bank Transfer,Paid
PAY-E018-2016-02,E018,Luis Moreno,Cook,Full-time,2010-12-01,,2016-02,177,10.14,1622.4,17,301.66,45.35,244.71,1724.7,Bank Transfer,Paid
PAY-E033-2016-02,E033,Laura Gomez,Manager,Full-time,2012-09-01,,2016-02,156,12.39,1932.84,0,0.0,48.1,216.69,1764.25,Cash,Delayed
PAY-E031-2016-03,E031,Laura Gomez,Manager,Part-time,2012-07-01,,2016-03,85,12.39,1053.15,0,0.0,38.08,137.08,954.15,Bank Transfer,Paid
PAY-E037-2016-03,E037,Laura Gomez,Manager,Part-time,2013-03-01,,2016-03,83,12.39,1028.37,0,0.0,2.29,174.31,856.35,Bank Transfer,Paid
PAY-E069-2016-03,E069,Marta Fernandez,Manager,Full-time,2014-11-01,,2016-03,167,12.39,1982.4,7,151.78,46.74,319.14,1861.78,Cash,Paid
PAY-E040-2016-03,E040,Cristina Perez,Manager,Full-time,2013-06-01,,2016-03,156,12.39,1932.84,0,0.0,16.49,254.17,1695.16,Bank Transfer,Paid
PAY-E093-2016-03,E093,Ana Torres,Manager,Full-time,2015-12-01,,2016-03,170,12.39,1982.4,10,216.83,47.17,285.3,1961.1,Cash,Pending
PAY-E094-2016-04,E094,Carlos Ruiz,Cook,Part-time,2016-01-01,,2016-04,77,10.14,780.78,0,0.0,3.4,87.89,696.29,Bank Transfer,Paid
PAY-E022-2016-04,E022,Marta Fernandez,Manager,Full-time,2011-03-01,,2016-04,161,12.39,1982.4,1,21.68,3.02,303.11,1703.99,Cash,Paid
PAY-E070-2016-04,E070,Ana Torres,Cook,Full-time,2014-11-01,,2016-04,150,10.14,1521.0,0,0.0,0.33,219.27,1302.06,Bank Transfer,Paid
PAY-E008-2016-04,E008,Cristina Perez,Barista,Full-time,2010-03-01,,2016-04,173,9.01,1441.6,13,204.98,13.74,295.87,1364.45,Bank Transfer,Paid
PAY-E086-2016-04,E086,Carlos Ruiz,Cashier,Full-time,2015-08-01,,2016-04,172,8.45,1352.0,12,177.45,33.7,257.13,1306.02,Bank Transfer,Paid
PAY-E081-2016-04,E081,Javier Lopez,Cook,Part-time,2015-04-01,,2016-04,73,10.14,740.22,0,0.0,26.22,91.42,675.02,Cash,Paid
PAY-E011-2016-05,E011,Luis Moreno,Barista,Part-time,2010-05-01,,2016-05,82,9.01,738.82,0,0.0,18.96,109.28,648.5,Bank Transfer,Paid
PAY-E052-2016-05,E052,Cristina Perez,Cashier,Full-time,2014-02-01,,2016-05,172,8.45,1352.0,12,177.45,8.57,215.31,1322.71,Cash,Paid
PAY-E032-2016-05,E032,Marta Fernandez,Manager,Full-time,2012-08-01,,2016-05,160,12.39,1982.4,0,0.0,28.29,339.08,1671.61,Bank Transfer,Delayed
PAY-E029-2016-05,E029,Javier Lopez,Manager,Full-time,2012-05-01,,2016-05,179,12.39,1982.4,19,411.97,2.13,280.18,2116.32,Cash,Paid
PAY-E084-2016-05,E084,Luis Moreno,Cook,Full-time,2015-08-01,,2016-05,179,10.14,1622.4,19,337.16,3.72,341.7,1621.58,Bank Transfer,Paid
PAY-E012-2016-05,E012,Cristina Perez,Manager,Full-time,2010-06-01,,2016-05,177,12.39,1982.4,17,368.6,15.72,418.71,1948.01,Bank Transfer,Paid
PAY-E039-2016-06,E039,Javier Lopez,Cook,Full-time,2013-05-01,,2016-06,151,10.14,1531.14,0,0.0,27.81,184.85,1374.1,Bank Transfer,Paid
PAY-E050-2016-06,E050,Javier Lopez,Cashier,Full-time,2014-01-01,,2016-06,174,8.45,1352.0,14,207.02,69.11,240.39,1387.74,Cash,Paid
PAY-E070-2016-06,E070,Ana Torres,Cook,Full-time,2014-11-01,,2016-06,158,10.14,1602.12,0,0.0,82.68,229.21,1455.59,Bank Transfer,Paid
PAY-E097-2016-06,E097,Carlos Ruiz,Manager,Part-time,2016-04-01,,2016-06,100,12.39,1239.0,0,0.0,50.03,148.06,1140.97,Cash,Paid
PAY-E089-2016-06,E089,Laura Gomez,Barista,Part-time,2015-11-01,,2016-06,89,9.01,801.89,0,0.0,43.63,101.22,744.3,Bank Transfer,Paid
PAY-E065-2016-06,E065,Cristina Perez,Cashier,Full-time,2014-08-01,,2016-06,154,8.45,1301.3,0,0.0,50.4,219.94,1131.76,Bank Transfer,Paid
PAY-E045-2016-06,E045,Cristina Perez,Cashier,Part-time,2013-11-01,,2016-06,80,8.45,676.0,0,0.0,48.86,77.79,647.07,Cash,Paid
PAY-E072-2016-07,E072,Marta Fernandez,Cook,Full-time,2014-12-01,,2016-07,178,10.14,1622.4,18,319.41,99.42,243.76,1797.47,Bank Transfer,Paid
PAY-E053-2016-07,E053,Luis Moreno,Barista,Full-time,2014-03-01,,2016-07,155,9.01,1396.55,0,0.0,31.11,177.16,1250.5,Cash,Paid
PAY-E077-2016-07,E077,Cristina Perez,Cashier,Part-time,2015-02-01,,2016-07,75,8.45,633.75,0,0.0,54.77,92.05,596.47,Cash,Paid
PAY-E042-2016-07,E042,Javier Lopez,Barista,Full-time,2013-08-01,,2016-07,161,9.01,1441.6,1,15.77,40.14,179.29,1318.22,Cash,Paid
PAY-E002-2016-07,E002,Ana Torres,Barista,Full-time,2010-01-01,,2016-07,156,9.01,1405.56,0,0.0,56.63,162.07,1300.12,Bank Transfer,Delayed
PAY-E072-2016-07,E072,Marta Fernandez,Cook,Full-time,2014-12-01,,2016-07,160,10.14,1622.4,0,0.0,87.33,222.93,1486.8,Cash,Paid
PAY-E084-2016-08,E084,Luis Moreno,Cook,Full-time,2015-08-01,,2016-08,162,10.14,1622.4,2,35.49,42.42,276.93,1423.38,Cash,Paid
PAY-E018-2016-08,E018,Luis Moreno,Cook,Full-time,2010-12-01,,2016-08,168,10.14,1622.4,8,141.96,35.98,323.67,1476.67,Bank Transfer,Paid
PAY-E078-2016-08,E078,Cristina Perez,Cook,Part-time,2015-03-01,,2016-08,87,10.14,882.18,0,0.0,22.15,143.04,761.29,Bank Transfer,Paid
PAY-E023-2016-08,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2016-08,159,8.45,1343.55,0,0.0,86.5,150.92,1279.13,Cash,Paid
PAY-E041-2016-08,E041,Luis Moreno,Cook,Full-time,2013-07-01,,2016-08,154,10.14,1561.56,0,0.0,70.67,194.83,1437.4,Bank Transfer,Paid
PAY-E042-2016-08,E042,Javier Lopez,Barista,Full-time,2013-08-01,,2016-08,175,9.01,1441.6,15,236.51,50.16,234.92,1493.35,Cash,Paid
PAY-E102-2016-09,E102,Marta Fernandez,Barista,Full-time,2016-07-01,,2016-09,171,9.01,1441.6,11,173.44,32.34,292.15,1355.23,Cash,Pending
PAY-E090-2016-09,E090,Carlos Ruiz,Cashier,Full-time,2015-11-01,,2016-09,163,8.45,1352.0,3,44.36,5.3,151.22,1250.44,Bank Transfer,Paid
PAY-E069-2016-09,E069,Marta Fernandez,Manager,Full-time,2014-11-01,,2016-09,166,12.39,1982.4,6,130.09,27.9,331.79,1808.6,Bank Transfer,Paid
PAY-E011-2016-09,E011,Luis Moreno,Barista,Part-time,2010-05-01,,2016-09,82,9.01,738.82,0,0.0,23.15,117.62,644.35,Bank Transfer,Paid
PAY-E022-2016-09,E022,Marta Fernandez,Manager,Full-time,2011-03-01,,2016-09,150,12.39,1858.5,0,0.0,24.14,232.76,1649.88,Bank Transfer,Paid
PAY-E006-2016-09,E006,Cristina Perez,Cashier,Full-time,2010-02-01,,2016-09,180,8.45,1352.0,20,295.75,36.51,215.36,1468.9,Cash,Paid
PAY-E083-2016-09,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2016-09,156,9.01,1405.56,0,0.0,26.06,183.05,1248.57,Bank Transfer,Paid
PAY-E039-2016-10,E039,Javier Lopez,Cook,Full-time,2013-05-01,,2016-10,150,10.14,1521.0,0,0.0,36.87,265.85,1292.02,Cash,Paid
PAY-E083-2016-10,E083,Javier Lopez,Barista,Full-time,2015-05-01,,2016-10,162,9.01,1441.6,2,31.54,0.22,172.65,1300.71,Cash,Paid
PAY-E023-2016-10,E023,Javier Lopez,Cashier,Full-time,2011-03-01,,2016-10,175,8.45,1352.0,15,221.81,39.8,235.89,1377.72,Bank Transfer,Paid
PAY-E043-2016-10,E043,Javier Lopez,Cashier,Full-time,2013-09-01,,2016-10,156,8.45,1318.2,0,0.0,22.88,162.25,1178.83,Cash,Paid
PAY-E060-2016-10,E060,Javier Lopez,Manager,Full-time,2014-06-01,,2016-10,170,12.39,1982.4,10,216.83,15.67,290.35,1924.55,Cash,Paid
PAY-E082-2016-10,E082,Marta Fernandez,Cashier,Full-time,2015-05-01,,2016-10,161,8.45,1352.0,1,14.79,17.6,189.15,1195.24,Bank Transfer,Paid
PAY-E051-2016-10,E051,Marta Fernandez,Manager,Full-time,2014-01-01,,2016-10,172,12.39,1982.4,12,260.19,40.03,396.02,1886.6,Bank Transfer,Paid
PAY-E089-2016-11,E089,Laura Gomez,Barista,Part-time,2015-11-01,,2016-11,87,9.01,783.87,0,0.0,8.34,97.53,694.68,Bank Transfer,Paid
PAY-E074-2016-11,E074,Laura Gomez,Barista,Full-time,2014-12-01,,2016-11,164,9.01,1441.6,4,63.07,30.97,259.89,1275.75,Bank Transfer,Paid
PAY-E024-2016-11,E024,Laura Gomez,Cook,Full-time,2011-04-01,,2016-11,156,10.14,1581.84,0,0.0,40.76,287.37,1335.23,Cash,Paid
PAY-E069-2016-11,E069,Marta Fernandez,Manager,Full-time,2014-11-01,,2016-11,165,12.39,1982.4,5,108.41,20.78,353.04,1758.55,Cash,Paid
